dataset,dimension,item_index,meta_item,data_item
care0244,LocalAuthority,163246,530.000000,530
care0244,LocalAuthority,163247,532.000000,532
care0244,LocalAuthority,163248,534.000000,534
care0244,LocalAuthority,163249,536.000000,536
care0244,LocalAuthority,163250,538.000000,538
care0244,LocalAuthority,163251,540.000000,540
care0244,LocalAuthority,163252,542.000000,542
care0244,LocalAuthority,163253,544.000000,544
care0244,LocalAuthority,163254,545.000000,545
care0244,LocalAuthority,163255,546.000000,546
care0244,LocalAuthority,163256,548.000000,548
care0244,LocalAuthority,163257,550.000000,550
care0244,LocalAuthority,163258,552.000000,552
care0244,LocalAuthority,163259,596.000000,596
care0244,Measure,163261,1.000000,1.0
care0244,Measure,163262,2.000000,2.0
care0244,Measure,163263,3.000000,3.0
care0244,Year,163260,202223.000000,202223
csaf0043,Alarmtype,139835,1,1.0
csaf0043,Alarmtype,139839,4,4.0
csaf0043,Alarmtype,139840,5,5.0
csaf0043,Alarmtype,139846,2,2.0
csaf0043,Alarmtype,139847,3,3.0
csaf0048,Location,139945,185,185.0
csaf0048,Location,139946,464,464.0
csaf0048,Location,139947,871,871.0
csaf0048,Location,139949,144,144.0
csaf0048,Location,139950,960,960.0
csaf0048,Location,139951,999,999.0
csaf0048,Location,139952,998,998.0
csaf0048,Location,139953,210,210.0
csaf0048,Location,139954,153,153.0
csaf0048,Location,139955,143,143.0
csaf0048,Location,139957,10,10.0
csaf0048,Location,139959,155,155.0
csaf0048,Location,139962,192,192.0
csaf0048,Location,139966,475,475.0
csaf0048,Location,139967,950,950.0
csaf0048,Location,139968,436,436.0
csaf0048,Location,139969,213,213.0
csaf0048,Location,139970,214,214.0
csaf0048,Location,139971,215,215.0
csaf0048,Location,139972,216,216.0
csaf0048,Location,139973,415,415.0
csaf0048,Location,139974,478,478.0
csaf0048,Location,139975,479,479.0
csaf0048,Location,139976,480,480.0
csaf0048,Location,139977,439,439.0
csaf0048,Location,139978,437,437.0
csaf0048,Location,139979,823,823.0
csaf0048,Location,139980,881,881.0
csaf0048,Location,139981,882,882.0
csaf0048,Location,139982,849,849.0
csaf0048,Location,139983,438,438.0
csaf0048,Location,139986,107,107.0
csaf0048,Location,139992,990,990.0
csaf0048,Location,139993,800,800.0
csaf0048,Location,139994,844,844.0
csaf0048,Location,139995,822,822.0
csaf0048,Location,139996,856,856.0
csaf0048,Location,139997,824,824.0
csaf0048,Location,139998,846,846.0
csaf0048,Location,139999,845,845.0
csaf0048,Location,140000,847,847.0
csaf0048,Location,140001,883,883.0
csaf0048,Location,140002,848,848.0
csaf0048,Location,140003,885,885.0
csaf0048,Location,140004,980,980.0
csaf0048,Location,140005,970,970.0
csaf0048,Location,140006,1,1.0
csaf0048,Location,140007,2,2.0
csaf0048,Location,140008,3,3.0
csaf0048,Location,140009,4,4.0
csaf0048,Location,140010,6,6.0
csaf0048,Location,140011,7,7.0
csaf0048,Location,140012,8,8.0
csaf0048,Location,140013,9,9.0
csaf0048,Location,140014,14,14.0
csaf0048,Location,140015,18,18.0
csaf0048,Location,140016,104,104.0
csaf0048,Location,140017,101,101.0
csaf0048,Location,140018,108,108.0
csaf0048,Location,140019,103,103.0
csaf0048,Location,140020,106,106.0
csaf0048,Location,140021,112,112.0
csaf0048,Location,140022,111,111.0
csaf0048,Location,140023,109,109.0
csaf0048,Location,140024,102,102.0
csaf0048,Location,140025,186,186.0
csaf0048,Location,140026,181,181.0
csaf0048,Location,140027,182,182.0
csaf0048,Location,140028,195,195.0
csaf0048,Location,140029,184,184.0
csaf0048,Location,140030,190,190.0
csaf0048,Location,140031,193,193.0
csaf0048,Location,140032,194,194.0
csaf0048,Location,140033,183,183.0
csaf0048,Location,140034,189,189.0
csaf0048,Location,140035,187,187.0
csaf0048,Location,140036,188,188.0
csaf0048,Location,140037,191,191.0
csaf0048,Location,140038,151,151.0
csaf0048,Location,140039,163,163.0
csaf0048,Location,140040,149,149.0
csaf0048,Location,140041,148,148.0
csaf0048,Location,140042,147,147.0
csaf0048,Location,140043,161,161.0
csaf0048,Location,140044,167,167.0
csaf0048,Location,140045,168,168.0
csaf0048,Location,140046,141,141.0
csaf0048,Location,140047,142,142.0
csaf0048,Location,140048,145,145.0
csaf0048,Location,140049,146,146.0
csaf0048,Location,140050,164,164.0
csaf0048,Location,140051,165,165.0
csaf0048,Location,140052,156,156.0
csaf0048,Location,140053,158,158.0
csaf0048,Location,140054,157,157.0
csaf0048,Location,140055,159,159.0
csaf0048,Location,140056,162,162.0
csaf0048,Location,140057,154,154.0
csaf0048,Location,140058,166,166.0
csaf0048,Location,140059,150,150.0
csaf0048,Location,140060,160,160.0
csaf0048,Location,140061,152,152.0
csaf0048,Location,140062,209,209.0
csaf0048,Location,140063,203,203.0
csaf0048,Location,140064,212,212.0
csaf0048,Location,140065,207,207.0
csaf0048,Location,140066,201,201.0
csaf0048,Location,140067,208,208.0
csaf0048,Location,140068,205,205.0
csaf0048,Location,140069,211,211.0
csaf0048,Location,140070,202,202.0
csaf0048,Location,140071,206,206.0
csaf0048,Location,140072,204,204.0
csaf0048,Location,140073,32,32.0
csaf0048,Location,140074,30,30.0
csaf0048,Location,140075,31,31.0
csaf0048,Location,140076,321,321.0
csaf0048,Location,140077,320,320.0
csaf0048,Location,140078,322,322.0
csaf0048,Location,140079,307,307.0
csaf0048,Location,140080,303,303.0
csaf0048,Location,140081,302,302.0
csaf0048,Location,140082,301,301.0
csaf0048,Location,140083,305,305.0
csaf0048,Location,140084,304,304.0
csaf0048,Location,140085,306,306.0
csaf0048,Location,140086,310,310.0
csaf0048,Location,140087,311,311.0
csaf0048,Location,140088,312,312.0
csaf0048,Location,140089,313,313.0
csaf0048,Location,140090,317,317.0
csaf0048,Location,140091,315,315.0
csaf0048,Location,140092,314,314.0
csaf0048,Location,140093,316,316.0
csaf0048,Location,140094,40,40.0
csaf0048,Location,140095,46,46.0
csaf0048,Location,140096,44,44.0
csaf0048,Location,140097,42,42.0
csaf0048,Location,140098,410,410.0
csaf0048,Location,140099,409,409.0
csaf0048,Location,140100,414,414.0
csaf0048,Location,140101,413,413.0
csaf0048,Location,140102,412,412.0
csaf0048,Location,140103,411,411.0
csaf0048,Location,140104,402,402.0
csaf0048,Location,140105,405,405.0
csaf0048,Location,140106,404,404.0
csaf0048,Location,140107,403,403.0
csaf0048,Location,140108,408,408.0
csaf0048,Location,140109,406,406.0
csaf0048,Location,140110,407,407.0
csaf0048,Location,140111,401,401.0
csaf0048,Location,140112,473,473.0
csaf0048,Location,140113,469,469.0
csaf0048,Location,140114,476,476.0
csaf0048,Location,140115,463,463.0
csaf0048,Location,140116,466,466.0
csaf0048,Location,140117,477,477.0
csaf0048,Location,140118,461,461.0
csaf0048,Location,140119,471,471.0
csaf0048,Location,140120,474,474.0
csaf0048,Location,140121,462,462.0
csaf0048,Location,140122,467,467.0
csaf0048,Location,140123,465,465.0
csaf0048,Location,140124,470,470.0
csaf0048,Location,140125,468,468.0
csaf0048,Location,140126,472,472.0
csaf0048,Location,140127,441,441.0
csaf0048,Location,140128,442,442.0
csaf0048,Location,140129,443,443.0
csaf0048,Location,140130,444,444.0
csaf0048,Location,140131,445,445.0
csaf0048,Location,140132,446,446.0
csaf0048,Location,140133,421,421.0
csaf0048,Location,140134,422,422.0
csaf0048,Location,140135,423,423.0
csaf0048,Location,140136,424,424.0
csaf0048,Location,140137,425,425.0
csaf0048,Location,140138,426,426.0
csaf0048,Location,140139,427,427.0
csaf0048,Location,140140,428,428.0
csaf0048,Location,140141,429,429.0
csaf0048,Location,140142,430,430.0
csaf0048,Location,140143,431,431.0
csaf0048,Location,140144,432,432.0
csaf0048,Location,140145,433,433.0
csaf0048,Location,140146,434,434.0
csaf0048,Location,140147,435,435.0
csaf0048,Location,140148,81,81.0
csaf0048,Location,140149,87,87.0
csaf0048,Location,140150,85,85.0
csaf0048,Location,140151,83,83.0
csaf0048,Location,140152,811,811.0
csaf0048,Location,140153,812,812.0
csaf0048,Location,140154,813,813.0
csaf0048,Location,140155,814,814.0
csaf0048,Location,140156,815,815.0
csaf0048,Location,140157,816,816.0
csaf0048,Location,140158,817,817.0
csaf0048,Location,140159,818,818.0
csaf0048,Location,140160,884,884.0
csaf0048,Location,140161,819,819.0
csaf0048,Location,140162,821,821.0
csaf0048,Location,140163,820,820.0
csaf0048,Location,140164,880,880.0
csaf0048,Location,140165,872,872.0
csaf0048,Location,140166,873,873.0
csaf0048,Location,140167,874,874.0
csaf0048,Location,140168,875,875.0
csaf0048,Location,140169,876,876.0
csaf0048,Location,140170,877,877.0
csaf0048,Location,140171,878,878.0
csaf0048,Location,140172,879,879.0
csaf0048,Location,140173,851,851.0
csaf0048,Location,140174,852,852.0
csaf0048,Location,140175,853,853.0
csaf0048,Location,140176,854,854.0
csaf0048,Location,140177,855,855.0
csaf0048,Location,140178,831,831.0
csaf0048,Location,140179,832,832.0
csaf0048,Location,140180,833,833.0
csaf0048,Location,140181,834,834.0
csaf0048,Location,140182,835,835.0
csaf0048,Location,140183,836,836.0
csaf0048,Location,140184,837,837.0
csaf0048,Location,140185,838,838.0
csaf0048,Location,140186,839,839.0
csaf0048,Location,140187,840,840.0
csaf0048,Location,140188,841,841.0
csaf0048,Location,140189,842,842.0
csaf0048,Location,140190,843,843.0
csaf0051,Reason,140305,4,4.0
csaf0051,Reason,140306,2,2.0
csaf0051,Reason,140307,3,3.0
csaf0051,Reason,140311,1,1.0
csaf0066,LocalAuthority,140696,597,597.0
csaf0066,LocalAuthority,140697,598,598.0
csaf0066,LocalAuthority,140698,599,599.0
csaf0066,LocalAuthority,140708,516,516.0
csaf0066,LocalAuthority,140709,518,518.0
csaf0066,LocalAuthority,140710,520,520.0
csaf0066,LocalAuthority,140711,522,522.0
csaf0066,LocalAuthority,140712,524,524.0
csaf0066,LocalAuthority,140713,526,526.0
csaf0066,LocalAuthority,140714,528,528.0
csaf0066,LocalAuthority,140715,530,530.0
csaf0066,LocalAuthority,140716,532,532.0
csaf0066,LocalAuthority,140717,534,534.0
csaf0066,LocalAuthority,140718,536,536.0
csaf0066,LocalAuthority,140719,538,538.0
csaf0066,LocalAuthority,140720,552,552.0
csaf0066,LocalAuthority,140721,540,540.0
csaf0066,LocalAuthority,140722,542,542.0
csaf0066,LocalAuthority,140723,544,544.0
csaf0066,LocalAuthority,140724,545,545.0
csaf0066,LocalAuthority,140725,546,546.0
csaf0066,LocalAuthority,140726,548,548.0
csaf0066,LocalAuthority,140727,550,550.0
csaf0066,LocalAuthority,140728,596,596.0
csaf0066,LocalAuthority,140729,512,512.0
csaf0066,LocalAuthority,140730,514,514.0
csaf0067,Location,140744,1,1.0
csaf0067,Location,140745,5,5.0
csaf0067,Location,140758,4,4.0
csaf0067,Location,140759,3,3.0
csaf0067,Location,140760,2,2.0
csaf0106,Illness,136275,1,1.0
csaf0106,Illness,136276,2,2.0
csaf0106,Illness,136277,3,3.0
csaf0109,Calltype,136297,4,4.0
csaf0109,Calltype,136299,11,11.0
csaf0109,Calltype,136300,10,10.0
csaf0109,Calltype,136301,9,9.0
csaf0109,Calltype,136302,8,8.0
csaf0109,Calltype,136303,7,7.0
csaf0109,Calltype,136305,5,5.0
csaf0109,Calltype,136307,3,3.0
csaf0109,Calltype,136308,2,2.0
csaf0109,Calltype,136309,1,1.0
csaf0109,Calltype,136313,6,6.0
csaf0111,Auditoutcome,136331,9,9.0
csaf0111,Auditoutcome,136343,10,10.0
csaf0111,Auditoutcome,136345,8,8.0
csaf0111,Auditoutcome,136346,7,7.0
csaf0111,Auditoutcome,136347,6,6.0
csaf0111,Auditoutcome,136348,5,5.0
csaf0111,Auditoutcome,136349,4,4.0
csaf0111,Auditoutcome,136350,3,3.0
csaf0111,Auditoutcome,136351,1,1.0
csaf0111,premisetype,136333,10,10.0
csaf0111,premisetype,136334,9,9.0
csaf0111,premisetype,136335,8,8.0
csaf0111,premisetype,136336,7,7.0
csaf0111,premisetype,136337,6,6.0
csaf0111,premisetype,136338,5,5.0
csaf0111,premisetype,136339,4,4.0
csaf0111,premisetype,136340,3,3.0
csaf0111,premisetype,136341,2,2.0
csaf0111,premisetype,136342,12,12.0
csaf0111,premisetype,136344,13,13.0
csaf0111,premisetype,136355,1,1.0
csaf0111,premisetype,136367,11,11.0
csaf0111,premisetype,136375,18,18.0
csaf0111,premisetype,136376,17,17.0
csaf0111,premisetype,136377,16,16.0
csaf0111,premisetype,136378,15,15.0
csaf0111,premisetype,136379,14,14.0
csaf0203,Completions,138412,6,6.0
csaf0203,Completions,138418,11,11.0
csaf0203,Completions,138419,10,10.0
csaf0203,Completions,138420,9,9.0
csaf0203,Completions,138422,7,7.0
csaf0203,Completions,138424,5,5.0
csaf0203,Completions,138425,4,4.0
csaf0203,Completions,138426,3,3.0
csaf0203,Completions,138427,2,2.0
csaf0203,Completions,138428,1,1.0
csaf0203,Completions,138432,8,8.0
csaf0203,Safety,138413,7,7.0
csaf0203,Safety,138414,4,4.0
csaf0203,Safety,138415,3,3.0
csaf0203,Safety,138416,2,2.0
csaf0203,Safety,138417,1,1.0
csaf0203,Safety,138423,10,10.0
csaf0203,Safety,138442,8,8.0
csaf0203,Safety,138444,9,9.0
csaf0203,Safety,138452,11,11.0
csaf0204,Interventions,77846,12,12.0
csaf0204,Interventions,77847,13,13.0
csaf0204,Interventions,77848,14,14.0
csaf0204,Interventions,77849,15,15.0
csaf0204,Interventions,77850,16,16.0
csaf0204,Interventions,77851,17,17.0
csaf0204,Participants,77839,2,2.0
csaf0204,Participants,77840,1,1.0
csaf0204,Participants,77841,3,3.0
csaf0204,Participants,77852,4,4.0
econ0068,Date,7516,01/08/1999,01/08/1999 00:00:00
econ0068,Date,7517,01/11/1999,01/11/1999 00:00:00
econ0068,Date,7518,01/01/2000,01/01/2000 00:00:00
econ0068,Date,7519,01/02/2000,01/02/2000 00:00:00
econ0068,Date,7520,01/05/2000,01/05/2000 00:00:00
econ0068,Date,7521,01/08/2000,01/08/2000 00:00:00
econ0068,Date,7522,01/11/2000,01/11/2000 00:00:00
econ0068,Date,7523,01/01/2001,01/01/2001 00:00:00
econ0068,Date,7524,01/02/2001,01/02/2001 00:00:00
econ0068,Date,7525,01/05/2001,01/05/2001 00:00:00
econ0068,Date,7526,01/08/2001,01/08/2001 00:00:00
econ0068,Date,7527,01/11/2001,01/11/2001 00:00:00
econ0068,Date,7528,01/01/2002,01/01/2002 00:00:00
econ0068,Date,7529,01/02/2002,01/02/2002 00:00:00
econ0068,Date,7530,01/05/2002,01/05/2002 00:00:00
econ0068,Date,7531,01/08/2002,01/08/2002 00:00:00
econ0068,Date,7532,01/11/2002,01/11/2002 00:00:00
econ0068,Date,7533,01/01/2003,01/01/2003 00:00:00
econ0068,Date,7534,01/02/2003,01/02/2003 00:00:00
econ0068,Date,7535,01/05/2003,01/05/2003 00:00:00
econ0068,Date,7536,01/08/2003,01/08/2003 00:00:00
econ0068,Date,7537,01/11/2003,01/11/2003 00:00:00
econ0068,Date,7538,01/01/2004,01/01/2004 00:00:00
econ0068,Date,7539,01/02/2004,01/02/2004 00:00:00
econ0068,Date,7540,01/05/2004,01/05/2004 00:00:00
econ0068,Date,7541,01/08/2004,01/08/2004 00:00:00
econ0068,Date,7542,01/11/2004,01/11/2004 00:00:00
econ0068,Date,7543,01/01/2005,01/01/2005 00:00:00
econ0068,Date,7544,01/02/2005,01/02/2005 00:00:00
econ0068,Date,7545,01/05/2005,01/05/2005 00:00:00
econ0068,Date,7546,01/08/2005,01/08/2005 00:00:00
econ0068,Date,7547,01/11/2005,01/11/2005 00:00:00
econ0068,Date,7548,01/01/2006,01/01/2006 00:00:00
econ0068,Date,7549,01/02/2006,01/02/2006 00:00:00
econ0068,Date,7550,01/05/2006,01/05/2006 00:00:00
econ0068,Date,7551,01/08/2006,01/08/2006 00:00:00
econ0068,Date,7552,01/11/2006,01/11/2006 00:00:00
econ0068,Date,7553,01/01/2007,01/01/2007 00:00:00
econ0068,Date,7554,01/02/2007,01/02/2007 00:00:00
econ0068,Date,7555,01/05/2007,01/05/2007 00:00:00
econ0068,Date,7556,01/08/2007,01/08/2007 00:00:00
econ0068,Date,7557,01/11/2007,01/11/2007 00:00:00
econ0068,Date,7558,01/01/2008,01/01/2008 00:00:00
econ0068,Date,7559,01/02/2008,01/02/2008 00:00:00
econ0068,Date,7560,01/05/2008,01/05/2008 00:00:00
econ0068,Date,7561,01/08/2008,01/08/2008 00:00:00
econ0068,Date,7562,01/11/2008,01/11/2008 00:00:00
econ0068,Date,7563,01/01/2009,01/01/2009 00:00:00
econ0068,Date,7564,01/02/2009,01/02/2009 00:00:00
econ0068,Date,7565,01/05/2009,01/05/2009 00:00:00
econ0068,Date,7566,01/08/2009,01/08/2009 00:00:00
econ0068,Date,7567,01/11/2009,01/11/2009 00:00:00
econ0068,Date,7568,01/01/2010,01/01/2010 00:00:00
econ0068,Date,7569,01/02/2010,01/02/2010 00:00:00
econ0068,Date,7570,01/05/2010,01/05/2010 00:00:00
econ0068,Date,7571,01/08/2010,01/08/2010 00:00:00
econ0068,Date,7572,01/11/2010,01/11/2010 00:00:00
econ0068,Date,7573,01/01/2011,01/01/2011 00:00:00
econ0068,Date,7574,01/02/2011,01/02/2011 00:00:00
econ0068,Date,7575,01/05/2011,01/05/2011 00:00:00
econ0068,Date,7576,01/08/2011,01/08/2011 00:00:00
econ0068,Date,7577,01/11/2011,01/11/2011 00:00:00
econ0068,Date,7578,01/01/2012,01/01/2012 00:00:00
econ0068,Date,7579,01/02/2012,01/02/2012 00:00:00
econ0068,Date,7580,01/05/2012,01/05/2012 00:00:00
econ0068,Date,7581,01/08/2012,01/08/2012 00:00:00
econ0068,Date,7582,01/11/2012,01/11/2012 00:00:00
econ0068,Date,7583,01/01/2013,01/01/2013 00:00:00
econ0068,Date,7584,01/02/2013,01/02/2013 00:00:00
econ0068,Date,7585,01/05/2013,01/05/2013 00:00:00
econ0068,Date,7586,01/08/2013,01/08/2013 00:00:00
econ0068,Date,7587,01/11/2013,01/11/2013 00:00:00
econ0068,Date,7588,01/01/2014,01/01/2014 00:00:00
econ0068,Date,7589,01/02/2014,01/02/2014 00:00:00
econ0068,Date,7590,01/05/2014,01/05/2014 00:00:00
econ0068,Date,7591,01/08/2014,01/08/2014 00:00:00
econ0068,Date,7592,01/11/2014,01/11/2014 00:00:00
econ0068,Date,7593,01/01/2015,01/01/2015 00:00:00
econ0068,Date,7594,01/02/2015,01/02/2015 00:00:00
econ0068,Date,7595,01/05/2015,01/05/2015 00:00:00
econ0068,Date,7596,01/08/2015,01/08/2015 00:00:00
econ0068,Date,7597,01/11/2015,01/11/2015 00:00:00
econ0068,Date,7598,01/02/2016,01/02/2016 00:00:00
econ0068,Date,7599,01/05/2016,01/05/2016 00:00:00
econ0068,Date,7600,01/08/2016,01/08/2016 00:00:00
econ0068,Date,7601,01/11/2016,01/11/2016 00:00:00
econ0069,Period,7633,01/08/1999,01/08/1999 00:00:00
econ0069,Period,7634,01/11/1999,01/11/1999 00:00:00
econ0069,Period,7635,01/01/2000,01/01/2000 00:00:00
econ0069,Period,7636,01/02/2000,01/02/2000 00:00:00
econ0069,Period,7637,01/05/2000,01/05/2000 00:00:00
econ0069,Period,7638,01/08/2000,01/08/2000 00:00:00
econ0069,Period,7639,01/11/2000,01/11/2000 00:00:00
econ0069,Period,7640,01/01/2001,01/01/2001 00:00:00
econ0069,Period,7641,01/02/2001,01/02/2001 00:00:00
econ0069,Period,7642,01/05/2001,01/05/2001 00:00:00
econ0069,Period,7643,01/08/2001,01/08/2001 00:00:00
econ0069,Period,7644,01/11/2001,01/11/2001 00:00:00
econ0069,Period,7645,01/01/2002,01/01/2002 00:00:00
econ0069,Period,7646,01/02/2002,01/02/2002 00:00:00
econ0069,Period,7647,01/05/2002,01/05/2002 00:00:00
econ0069,Period,7648,01/08/2002,01/08/2002 00:00:00
econ0069,Period,7649,01/11/2002,01/11/2002 00:00:00
econ0069,Period,7650,01/01/2003,01/01/2003 00:00:00
econ0069,Period,7651,01/02/2003,01/02/2003 00:00:00
econ0069,Period,7652,01/05/2003,01/05/2003 00:00:00
econ0069,Period,7653,01/08/2003,01/08/2003 00:00:00
econ0069,Period,7654,01/11/2003,01/11/2003 00:00:00
econ0069,Period,7655,01/01/2004,01/01/2004 00:00:00
econ0069,Period,7656,01/02/2004,01/02/2004 00:00:00
econ0069,Period,7657,01/05/2004,01/05/2004 00:00:00
econ0069,Period,7658,01/08/2004,01/08/2004 00:00:00
econ0069,Period,7659,01/11/2004,01/11/2004 00:00:00
econ0069,Period,7660,01/01/2005,01/01/2005 00:00:00
econ0069,Period,7661,01/02/2005,01/02/2005 00:00:00
econ0069,Period,7662,01/05/2005,01/05/2005 00:00:00
econ0069,Period,7663,01/08/2005,01/08/2005 00:00:00
econ0069,Period,7664,01/11/2005,01/11/2005 00:00:00
econ0069,Period,7665,01/01/2006,01/01/2006 00:00:00
econ0069,Period,7666,01/02/2006,01/02/2006 00:00:00
econ0069,Period,7667,01/05/2006,01/05/2006 00:00:00
econ0069,Period,7668,01/08/2006,01/08/2006 00:00:00
econ0069,Period,7669,01/11/2006,01/11/2006 00:00:00
econ0069,Period,7670,01/01/2007,01/01/2007 00:00:00
econ0069,Period,7671,01/02/2007,01/02/2007 00:00:00
econ0069,Period,7672,01/05/2007,01/05/2007 00:00:00
econ0069,Period,7673,01/08/2007,01/08/2007 00:00:00
econ0069,Period,7674,01/11/2007,01/11/2007 00:00:00
econ0069,Period,7675,01/01/2008,01/01/2008 00:00:00
econ0069,Period,7676,01/02/2008,01/02/2008 00:00:00
econ0069,Period,7677,01/05/2008,01/05/2008 00:00:00
econ0069,Period,7678,01/08/2008,01/08/2008 00:00:00
econ0069,Period,7679,01/11/2008,01/11/2008 00:00:00
econ0069,Period,7680,01/01/2009,01/01/2009 00:00:00
econ0069,Period,7681,01/02/2009,01/02/2009 00:00:00
econ0069,Period,7682,01/05/2009,01/05/2009 00:00:00
econ0069,Period,7683,01/08/2009,01/08/2009 00:00:00
econ0069,Period,7684,01/11/2009,01/11/2009 00:00:00
econ0069,Period,7685,01/01/2010,01/01/2010 00:00:00
econ0069,Period,7686,01/02/2010,01/02/2010 00:00:00
econ0069,Period,7687,01/05/2010,01/05/2010 00:00:00
econ0069,Period,7688,01/08/2010,01/08/2010 00:00:00
econ0069,Period,7689,01/11/2010,01/11/2010 00:00:00
econ0069,Period,7690,01/01/2011,01/01/2011 00:00:00
econ0069,Period,7691,01/02/2011,01/02/2011 00:00:00
econ0069,Period,7692,01/05/2011,01/05/2011 00:00:00
econ0069,Period,7693,01/08/2011,01/08/2011 00:00:00
econ0069,Period,7694,01/11/2011,01/11/2011 00:00:00
econ0069,Period,7695,01/01/2012,01/01/2012 00:00:00
econ0069,Period,7696,01/02/2012,01/02/2012 00:00:00
econ0069,Period,7697,01/05/2012,01/05/2012 00:00:00
econ0069,Period,7698,01/08/2012,01/08/2012 00:00:00
econ0069,Period,7699,01/11/2012,01/11/2012 00:00:00
econ0069,Period,7700,01/01/2013,01/01/2013 00:00:00
econ0069,Period,7701,01/02/2013,01/02/2013 00:00:00
econ0069,Period,7702,01/05/2013,01/05/2013 00:00:00
econ0069,Period,7703,01/08/2013,01/08/2013 00:00:00
econ0069,Period,7704,01/11/2013,01/11/2013 00:00:00
econ0069,Period,7705,01/01/2014,01/01/2014 00:00:00
econ0069,Period,7706,01/02/2014,01/02/2014 00:00:00
econ0069,Period,7707,01/05/2014,01/05/2014 00:00:00
econ0069,Period,7708,01/08/2014,01/08/2014 00:00:00
econ0069,Period,7709,01/11/2014,01/11/2014 00:00:00
econ0069,Period,7710,01/01/2015,01/01/2015 00:00:00
econ0069,Period,7711,01/02/2015,01/02/2015 00:00:00
econ0069,Period,7712,01/05/2015,01/05/2015 00:00:00
econ0069,Period,7713,01/08/2015,01/08/2015 00:00:00
econ0069,Period,7714,01/11/2015,01/11/2015 00:00:00
econ0069,Period,7715,01/02/2016,01/02/2016 00:00:00
econ0069,Period,7716,01/05/2016,01/05/2016 00:00:00
econ0069,Period,7717,01/08/2016,01/08/2016 00:00:00
econ0069,Period,7718,01/11/2016,01/11/2016 00:00:00
econ0069,Period,7719,01/01/2016,01/01/2016 00:00:00
econ0083,Date,7756,01/08/1999,01/08/1999 00:00:00
econ0083,Date,7757,01/11/1999,01/11/1999 00:00:00
econ0083,Date,7758,01/01/2000,01/01/2000 00:00:00
econ0083,Date,7759,01/02/2000,01/02/2000 00:00:00
econ0083,Date,7760,01/05/2000,01/05/2000 00:00:00
econ0083,Date,7761,01/08/2000,01/08/2000 00:00:00
econ0083,Date,7762,01/11/2000,01/11/2000 00:00:00
econ0083,Date,7763,01/01/2001,01/01/2001 00:00:00
econ0083,Date,7764,01/02/2001,01/02/2001 00:00:00
econ0083,Date,7765,01/05/2001,01/05/2001 00:00:00
econ0083,Date,7766,01/08/2001,01/08/2001 00:00:00
econ0083,Date,7767,01/11/2001,01/11/2001 00:00:00
econ0083,Date,7768,01/01/2002,01/01/2002 00:00:00
econ0083,Date,7769,01/02/2002,01/02/2002 00:00:00
econ0083,Date,7770,01/05/2002,01/05/2002 00:00:00
econ0083,Date,7771,01/08/2002,01/08/2002 00:00:00
econ0083,Date,7772,01/11/2002,01/11/2002 00:00:00
econ0083,Date,7773,01/01/2003,01/01/2003 00:00:00
econ0083,Date,7774,01/02/2003,01/02/2003 00:00:00
econ0083,Date,7775,01/05/2003,01/05/2003 00:00:00
econ0083,Date,7776,01/08/2003,01/08/2003 00:00:00
econ0083,Date,7777,01/11/2003,01/11/2003 00:00:00
econ0083,Date,7778,01/01/2004,01/01/2004 00:00:00
econ0083,Date,7779,01/02/2004,01/02/2004 00:00:00
econ0083,Date,7780,01/05/2004,01/05/2004 00:00:00
econ0083,Date,7781,01/08/2004,01/08/2004 00:00:00
econ0083,Date,7782,01/11/2004,01/11/2004 00:00:00
econ0083,Date,7783,01/01/2005,01/01/2005 00:00:00
econ0083,Date,7784,01/02/2005,01/02/2005 00:00:00
econ0083,Date,7785,01/05/2005,01/05/2005 00:00:00
econ0083,Date,7786,01/08/2005,01/08/2005 00:00:00
econ0083,Date,7787,01/11/2005,01/11/2005 00:00:00
econ0083,Date,7788,01/01/2006,01/01/2006 00:00:00
econ0083,Date,7789,01/02/2006,01/02/2006 00:00:00
econ0083,Date,7790,01/05/2006,01/05/2006 00:00:00
econ0083,Date,7791,01/08/2006,01/08/2006 00:00:00
econ0083,Date,7792,01/11/2006,01/11/2006 00:00:00
econ0083,Date,7793,01/01/2007,01/01/2007 00:00:00
econ0083,Date,7794,01/02/2007,01/02/2007 00:00:00
econ0083,Date,7795,01/05/2007,01/05/2007 00:00:00
econ0083,Date,7796,01/08/2007,01/08/2007 00:00:00
econ0083,Date,7797,01/11/2007,01/11/2007 00:00:00
econ0083,Date,7798,01/01/2008,01/01/2008 00:00:00
econ0083,Date,7799,01/02/2008,01/02/2008 00:00:00
econ0083,Date,7800,01/05/2008,01/05/2008 00:00:00
econ0083,Date,7801,01/08/2008,01/08/2008 00:00:00
econ0083,Date,7802,01/11/2008,01/11/2008 00:00:00
econ0083,Date,7803,01/01/2009,01/01/2009 00:00:00
econ0083,Date,7804,01/02/2009,01/02/2009 00:00:00
econ0083,Date,7805,01/05/2009,01/05/2009 00:00:00
econ0083,Date,7806,01/08/2009,01/08/2009 00:00:00
econ0083,Date,7807,01/11/2009,01/11/2009 00:00:00
econ0083,Date,7808,01/01/2010,01/01/2010 00:00:00
econ0083,Date,7809,01/02/2010,01/02/2010 00:00:00
econ0083,Date,7810,01/05/2010,01/05/2010 00:00:00
econ0083,Date,7811,01/08/2010,01/08/2010 00:00:00
econ0083,Date,7812,01/11/2010,01/11/2010 00:00:00
